"","age","Year","LL","ML","LM"
"453","4",2012,421.111066167767,443.13630329216,400.147367679136
"454","5",2012,606.922923762389,608.957123420657,555.6236887104
"455","6",2012,785.056625865167,772.971377053128,701.424185036053
"456","7",2012,933.539432381377,925.016696041622,846.277418569673
"457","8",2012,1128.2503228571,1139.83358590442,996.358087909635
"458","9",2012,1334.10962582583,1331.89154091635,1146.92444315278
"459","10",2012,1401.42705217799,1412.44023614556,1238.12422995019
"460","11",2012,1437.23985692249,1465.86409376723,1368.70744236477
"461","12",2012,1523.59559595674,1574.51748077843,1438.02041883351
"462","13",2012,1565.19804900793,1612.65259114305,1602.01881739069
"463","14",2012,1834.40620112191,1872.67353918049,1653.47932587398
"464","15",2012,1960.33975853749,2010.01855217518,1798.39513444435
"465","1",2013,17.6147396411024,17.9383735808777,18.7855845481734
"466","2",2013,78.5311041834857,82.1801364963957,78.6762916821948
"467","3",2013,217.36508177425,229.786283565024,209.385318128816
"468","4",2013,506.20447514896,537.96969526784,389.432410413673
"469","5",2013,586.058999788014,611.388296047801,531.061931552974
"470","6",2013,750.187571875508,791.461418201438,673.547664377395
"471","7",2013,992.841031234733,1009.26527006452,827.85045997477
"472","8",2013,1154.01654609714,1201.59932553515,984.226129872192
"473","9",2013,1350.5663204153,1386.01457360644,1123.53960273034
"474","10",2013,1376.60277793425,1418.48788643121,1220.31294506447
"475","11",2013,1526.9994213383,1560.46992405655,1370.17890826827
"476","12",2013,1572.88901423754,1598.63637631116,1442.71906640636
"477","13",2013,1705.48766179581,1731.84365607677,1601.11560488766
"478","14",2013,1837.14690379143,1868.07633167393,1647.51732192506
"479","15",2013,1895.08770710705,1944.97185246456,1784.72802360826
"480","1",2014,18.8152734607919,18.9135069389532,18.1319874396204
"481","2",2014,109.866060872615,110.241153017959,83.5337972109608
"482","3",2014,269.196410362468,288.804964321644,205.564739926213
"483","4",2014,458.085346775403,492.556158174432,383.139044220369
"484","5",2014,572.699081371029,602.675033937383,527.216434952339
"485","6",2014,716.7062919184,741.16345005989,686.397804807324
"486","7",2014,789.96818214083,827.737793394995,833.402679034618
"487","8",2014,1105.57729558431,1083.25961072145,1018.46949889409
"488","9",2014,1226.71156644903,1179.41269189102,1167.60049503823
"489","10",2014,1377.2273279392,1376.04838293512,1262.63772791598
"490","11",2014,1640.80177856213,1582.63088368325,1435.22012380031
"491","12",2014,1593.96237191654,1521.30324201434,1517.78558944735
"492","13",2014,1672.64056138232,1630.14085832014,1666.9555734671
"493","14",2014,1828.62622772828,1791.27789163426,1695.01269346488
"494","15",2014,1863.52211058684,1844.65400611843,1842.76717196946
"495","1",2015,19.4115602020084,18.3826959505122,19.731943002786
"496","2",2015,90.078433190048,92.2715719307141,79.3848403712368
"497","3",2015,323.233132479058,288.106804434654,217.114967785153
"498","4",2015,447.131170728189,456.850512334412,408.497445650083
"499","5",2015,590.537326277061,591.517000959679,551.930843468952
"500","6",2015,685.96059411725,683.11644283529,698.836091290708
"501","7",2015,783.971642251694,798.224357792028,863.75657825342
"502","8",2015,904.983009227866,912.874737625556,1033.11597156651
"503","9",2015,1165.67065574839,1115.78753403757,1232.4647483529
"504","10",2015,1202.69803986529,1152.4642029453,1332.11696207373
"505","11",2015,1494.15196294249,1385.57660740051,1522.6357302779
"506","12",2015,1552.8660442875,1408.35051285944,1618.43121334548
"507","13",2015,1456.722929759,1396.02970781311,1723.83793646373
"508","14",2015,1465.82757936891,1411.60811920274,1772.21387389445
"509","15",2015,1692.85919478604,1649.90871086944,1896.88909445382
"510","1",2016,23.07063378218,23.3424312649626,18.4306273250874
"511","2",2016,79.8693889660531,88.8809009456615,72.6801770498632
"512","3",2016,306.571341629219,294.58338793523,209.278564354365
"513","4",2016,530.769130605793,525.987334627026,420.324997581333
"514","5",2016,600.4490158179,589.184737504591,585.438702217648
"515","6",2016,695.805155836013,685.924657193102,728.940693013763
"516","7",2016,775.930784060463,783.599205421757,894.989001589012
"517","8",2016,825.756811099456,834.783441506441,1060.92421908585
"518","9",2016,903.339860656934,892.835388193046,1231.47836417027
"519","10",2016,1003.49866920668,938.560479369692,1351.01154502167
"520","11",2016,1126.92138452861,1066.31093072526,1482.99796804363
"521","12",2016,1613.79469408075,1533.21926195309,1551.81352331785
"522","13",2016,1349.18723833763,1308.91841485944,1694.1427992883
"523","14",2016,1524.06039598347,1475.43485293761,1732.30957044029
"524","15",2016,1410.39680013447,1358.09741916594,1921.60834676039
"525","1",2017,20.0776801405077,22.2956146553076,16.3459092743594
"526","2",2017,91.8963499039596,100.875277280011,69.9288824961551
"527","3",2017,263.182955338957,253.002140177224,209.907359471759
"528","4",2017,474.500278540222,461.625253415298,414.498271263561
"529","5",2017,624.495756419936,628.78859899616,582.050144881914
"530","6",2017,673.006980690541,662.472675373885,731.614622723295
"531","7",2017,755.92016422652,746.091212381272,886.251335011093
"532","8",2017,811.442654056276,799.650467700378,1046.01615260707
"533","9",2017,887.269826334098,870.533681504633,1211.23734452241
"534","10",2017,909.799185443766,873.759070688039,1326.87632132994
"535","11",2017,1044.37693266774,991.980423431107,1469.60202313255
"536","12",2017,996.212070642642,959.611610926709,1526.74459923754
"537","13",2017,1262.11100727533,1212.05093829677,1693.96332351965
"538","14",2017,1090.44416061914,1048.00212665254,1737.81115740928
"539","15",2017,1458.55792009699,1400.69318966392,1910.19256580465
"540","1",2018,22.1956572351835,23.5707373859345,15.8052940389738
"541","2",2018,92.0641618626026,102.238474542251,65.9758480569541
"542","3",2018,246.730109629627,266.176623466174,206.36648139277
"543","4",2018,432.670378235255,440.735088378571,400.302610201458
"544","5",2018,592.92382283137,587.489350347379,561.470265890977
"545","6",2018,686.82975188759,686.939754565159,726.986156558355
"546","7",2018,781.042544707436,747.610141770732,903.781612046876
"547","8",2018,819.757644320504,795.529918284447,1058.72294239957
"548","9",2018,893.827597905928,865.637172438844,1242.52042083771
"549","10",2018,929.798774152854,910.231371759043,1371.61823253126
"550","11",2018,1045.8239933851,998.713981461316,1507.44302811613
"551","12",2018,963.029466596319,894.386323641427,1600.89767257979
"552","13",2018,1444.19031516772,1367.54859331696,1719.66698396774
"553","15",2018,1549.55914256581,1458.17881502516,1949.94427605839
"554","1",2019,20.2222878921775,22.5284231078615,15.2287803826444
"555","2",2019,107.079469579679,113.181427601604,59.4085539733722
"556","3",2019,299.186551439822,316.166587499957,194.062732288959
"557","4",2019,498.949239490781,535.226703160296,389.018737846492
"558","5",2019,633.578810679606,672.049501837437,543.976128135558
"559","6",2019,731.975236173941,765.877980751683,698.983498803925
"560","7",2019,821.172143643947,844.336901166964,849.144931130769
"561","8",2019,924.198832385185,928.096704212664,1013.86052505073
"562","9",2019,929.556823751999,928.232827183288,1159.6550919611
"563","10",2019,1012.81127985785,1014.84297302114,1270.96340172206
"564","11",2019,950.351687544406,939.233687783235,1401.42671025839
"565","12",2019,1061.37194126332,1052.12210294298,1473.65918334914
"566","13",2019,1054.97108870603,1043.13756840558,1632.0065959916
"567","14",2019,1006.85944020974,980.160258335231,1713.21465273538
"568","15",1986,NA,NA,1875.10086095774
"569","14",2018,NA,NA,1761.14583080638
"570","15",2019,NA,NA,1841.43924212787
