"","type","age","year","data","SE"
"1102","model",7,2018,781.042544707428,19.971092418581
"1103","model",8,2018,819.757644320524,21.9392869196736
"1104","model",9,2018,893.827597905929,25.4412131606296
"1105","model",10,2018,929.798774152851,24.7472687991267
"1106","model",11,2018,1045.82399338509,46.3997622851328
"1107","model",12,2018,963.029466596316,113.4924030939
"1108","model",13,2018,1444.19031516771,293.645505460546
"1109","model",14,2018,2.13568416684314e-09,1.05899167166287e-10
"1110","model",15,2018,1549.55914256579,181.745237251757
"1126","model",1,2019,20.2222878921775,1.48595285507029
"1127","model",2,2019,107.079469579678,10.1957117020077
"1128","model",3,2019,299.186551439824,23.1269412746714
"1129","model",4,2019,498.949239490781,23.3592969738057
"1130","model",5,2019,633.578810679608,16.6975084937913
"1131","model",6,2019,731.975236173939,12.3311199596817
"1132","model",7,2019,821.172143643955,17.0473336179495
"1133","model",8,2019,924.198832385188,31.5336913627268
"1134","model",9,2019,929.556823751992,38.7897547381515
"1135","model",10,2019,1012.81127985785,46.7789412209684
"1136","model",11,2019,950.351687544407,58.2933756781536
"1137","model",12,2019,1061.37194126331,86.2342885470195
"1138","model",13,2019,1054.97108870602,141.328166214936
"1139","model",14,2019,1006.85944020973,280.126112381619
"1140","model",15,2019,2.02997050847965e-09,8.037975242926e-11
