"","Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1002","12","2015","Stratum_1"," [kg]",386883.695821125,47668.3064221501,0.123210946692852
"1003","13","2015","Stratum_1"," [kg]",489138.450881581,64440.2104705033,0.131742271241121
"1004","14","2015","Stratum_1"," [kg]",253252.839275146,37514.6170064968,0.148131081625265
"1005","15","2015","Stratum_1"," [kg]",2252030.68777068,291436.577046993,0.129410570925873
"1006","16","2015","Stratum_1"," [kg]",19.4115602020082,1.12710158252925,0.0580634204978868
"1007","17","2015","Stratum_1"," [kg]",90.0784331900475,5.90938394357414,0.0656026502049222
"1008","18","2015","Stratum_1"," [kg]",323.233132479057,14.1972774368613,0.0439227171050639
"1009","19","2015","Stratum_1"," [kg]",447.13117072819,19.1073756702782,0.0427332669273765
"1010","20","2015","Stratum_1"," [kg]",590.537326277059,17.1103810148998,0.0289742582789293
"1011","21","2015","Stratum_1"," [kg]",685.960594117262,14.042011892656,0.0204705809824632
"1012","22","2015","Stratum_1"," [kg]",783.971642251708,10.3362609886891,0.0131844832537584
"1013","23","2015","Stratum_1"," [kg]",904.983009227861,17.2133608058599,0.0190206452832153
"1014","24","2015","Stratum_1"," [kg]",1165.67065574838,35.7591606755928,0.0306768987442982
"1015","25","2015","Stratum_1"," [kg]",1202.69803986527,51.6651786234127,0.0429577307943401
"1016","26","2015","Stratum_1"," [kg]",1494.15196294248,135.428783069096,0.0906392297624071
"1017","27","2015","Stratum_1"," [kg]",1552.86604428749,136.013211187045,0.087588502361421
"1018","28","2015","Stratum_1"," [kg]",1456.72292975898,105.98145438183,0.0727533371080835
"1019","29","2015","Stratum_1"," [kg]",1465.82757936891,134.946668886308,0.0920617614142639
"1020","30","2015","Stratum_1"," [kg]",1692.85919478605,97.5237035860767,0.0576088689989381
"1021","1","2016","Stratum_1"," [kg]",6044354.81269628,795422.199833,0.131597535962349
"1022","2","2016","Stratum_1"," [kg]",3056186.00202806,539666.34683719,0.176581643420613
"1023","3","2016","Stratum_1"," [kg]",11281584.773273,1485565.57801439,0.131680575723174
"1024","4","2016","Stratum_1"," [kg]",25994707.2733153,3046708.86570476,0.117204969214343
"1025","5","2016","Stratum_1"," [kg]",12300534.8022959,2268864.00498844,0.184452468242679
"1026","6","2016","Stratum_1"," [kg]",9258134.70310534,1288822.91708551,0.139209782360719
"1027","7","2016","Stratum_1"," [kg]",12609678.1335696,1559261.27148705,0.123655913733117
"1028","8","2016","Stratum_1"," [kg]",19101146.4478897,2315394.01340397,0.121217541560694
"1029","9","2016","Stratum_1"," [kg]",3832136.78711477,467992.509248308,0.12212312222828
"1030","10","2016","Stratum_1"," [kg]",1596804.80345911,202201.69839552,0.126628939215046
"1031","11","2016","Stratum_1"," [kg]",1145787.14575885,154043.125366955,0.134443055969993
"1032","12","2016","Stratum_1"," [kg]",235949.892110349,30767.32646278,0.130397713631465
"1033","13","2016","Stratum_1"," [kg]",330786.710981026,50655.1883432961,0.15313549989075
"1034","14","2016","Stratum_1"," [kg]",68235.0995883117,12554.4792193624,0.183988582051004
"1035","15","2016","Stratum_1"," [kg]",1184029.50372678,183019.492111792,0.154573421976167
"1036","16","2016","Stratum_1"," [kg]",23.0706337821794,1.4376653292674,0.0623158142442497
"1037","17","2016","Stratum_1"," [kg]",79.8693889660523,6.82976920065069,0.0855117246928435
"1038","18","2016","Stratum_1"," [kg]",306.571341629222,27.2283032501682,0.0888155530307165
"1039","19","2016","Stratum_1"," [kg]",530.769130605784,11.4377558343292,0.0215493991168527
"1040","20","2016","Stratum_1"," [kg]",600.449015817909,19.7562094193465,0.0329023928741642
"1041","21","2016","Stratum_1"," [kg]",695.805155836029,19.341179530945,0.0277968327321545
"1042","22","2016","Stratum_1"," [kg]",775.930784060475,17.4487694912492,0.0224875334884114
"1043","23","2016","Stratum_1"," [kg]",825.756811099446,14.2607253402779,0.0172698852114712
"1044","24","2016","Stratum_1"," [kg]",903.339860656936,29.4120316131154,0.0325592093231955
"1045","25","2016","Stratum_1"," [kg]",1003.49866920668,51.1084606736719,0.0509302724975964
"1046","26","2016","Stratum_1"," [kg]",1126.9213845286,83.7091785527494,0.0742812938879189
"1047","27","2016","Stratum_1"," [kg]",1613.79469408074,240.006826259465,0.148722032077433
"1048","28","2016","Stratum_1"," [kg]",1349.18723833764,226.208169239714,0.167662547355868
"1049","29","2016","Stratum_1"," [kg]",1524.06039598346,252.621908977225,0.165755838576342
"1050","30","2016","Stratum_1"," [kg]",1410.39680013447,185.776522055169,0.131719330359695
"1051","1","2017","Stratum_1"," [kg]",5358325.60455938,459995.607236792,0.0858468934484655
"1052","2","2017","Stratum_1"," [kg]",2216852.18923082,316161.629378124,0.14261737021259
"1053","3","2017","Stratum_1"," [kg]",12648288.325129,1321961.22914393,0.104517006187906
"1054","4","2017","Stratum_1"," [kg]",20004157.0547264,2036634.2402474,0.101810550410881
"1055","5","2017","Stratum_1"," [kg]",26984973.781309,3203500.20428888,0.118714223339648
"1056","6","2017","Stratum_1"," [kg]",13015351.7966658,1191888.74907358,0.0915756076127665
"1057","7","2017","Stratum_1"," [kg]",9365702.08314171,704293.914081249,0.0751992651302646
"1058","8","2017","Stratum_1"," [kg]",9097924.03285434,624695.367523953,0.068663506671198
"1059","9","2017","Stratum_1"," [kg]",11718856.2707227,738826.431899018,0.0630459504606122
"1060","10","2017","Stratum_1"," [kg]",3423129.41648706,217304.476481832,0.0634812331182144
"1061","11","2017","Stratum_1"," [kg]",1369136.57541187,88066.7263583655,0.0643228206301281
"1062","12","2017","Stratum_1"," [kg]",559284.392870789,34616.1873634392,0.0618937124022995
"1063","13","2017","Stratum_1"," [kg]",297403.224366193,21158.8734892638,0.0711454071634768
"1064","14","2017","Stratum_1"," [kg]",54040.0670689448,4430.53267949528,0.0819860692223573
"1065","15","2017","Stratum_1"," [kg]",1167434.6443132,78483.181675882,0.0672270452638947
"1066","16","2017","Stratum_1"," [kg]",20.0776801405077,1.14024624880086,0.0567917329502804
"1067","17","2017","Stratum_1"," [kg]",91.8963499039586,6.37577477515087,0.0693800654956834
"1068","18","2017","Stratum_1"," [kg]",263.182955338957,20.5785555178422,0.0781910648101765
"1069","19","2017","Stratum_1"," [kg]",474.500278540231,12.69704783482,0.0267587784645389
"1070","20","2017","Stratum_1"," [kg]",624.495756419923,12.9037322437519,0.0206626419973223
"1071","21","2017","Stratum_1"," [kg]",673.006980690541,17.5736679758864,0.0261121629939933
"1072","22","2017","Stratum_1"," [kg]",755.92016422652,22.7258755833993,0.0300638568183361
"1073","23","2017","Stratum_1"," [kg]",811.442654056278,26.1705798077201,0.0322519153718348
"1074","24","2017","Stratum_1"," [kg]",887.269826334097,31.2871037354013,0.0352622199096628
"1075","25","2017","Stratum_1"," [kg]",909.799185443763,42.3231115787456,0.046519179458379
"1076","26","2017","Stratum_1"," [kg]",1044.37693266773,67.6474401135018,0.0647730124991409
"1077","27","2017","Stratum_1"," [kg]",996.212070642631,100.341243970621,0.100722774725961
"1078","28","2017","Stratum_1"," [kg]",1262.11100727532,264.432858253794,0.209516323627238
"1079","29","2017","Stratum_1"," [kg]",1090.44416061913,308.79829175255,0.283185790620605
"1080","30","2017","Stratum_1"," [kg]",1458.55792009701,187.644431415431,0.128650654752846
"1081","1","2018","Stratum_1"," [kg]",8858240.46396836,1572437.73762196,0.177511295162735
"1082","2","2018","Stratum_1"," [kg]",3232773.51052476,443369.08750951,0.137148206042291
"1083","3","2018","Stratum_1"," [kg]",5508055.36404564,810836.65282893,0.147209241599448
"1084","4","2018","Stratum_1"," [kg]",4333110.1735827,615995.744425829,0.142160185120914
"1085","5","2018","Stratum_1"," [kg]",18615087.9704045,2953891.6266425,0.158682657387318
"1086","6","2018","Stratum_1"," [kg]",12211120.0086864,1619188.12826846,0.132599477125492
"1087","7","2018","Stratum_1"," [kg]",4522014.93729297,573286.532815164,0.126776788835275
"1088","8","2018","Stratum_1"," [kg]",3636611.20222669,465453.522442061,0.127991004965575
"1089","9","2018","Stratum_1"," [kg]",3597181.92473005,460686.785992115,0.128068803755787
"1090","10","2018","Stratum_1"," [kg]",2828606.84073182,365545.33914378,0.129231582798974
"1091","11","2018","Stratum_1"," [kg]",943861.70041366,121820.170213749,0.129065699095914
"1092","12","2018","Stratum_1"," [kg]",222718.879652307,32120.4246258981,0.144219586036183
"1093","13","2018","Stratum_1"," [kg]",109067.407491691,17686.1539165572,0.162158011483904
"1094","14","2018","Stratum_1"," [kg]",8223.93388186304,2042.84577452693,0.248402504673851
"1095","15","2018","Stratum_1"," [kg]",746468.34697157,105783.307860775,0.141711712613051
"1096","16","2018","Stratum_1"," [kg]",22.1956572351833,0.956913986845293,0.0431126673432516
"1097","17","2018","Stratum_1"," [kg]",92.0641618626025,5.86477865743965,0.0637031667783206
"1098","18","2018","Stratum_1"," [kg]",246.730109629624,27.2687582919621,0.110520594072998
"1099","19","2018","Stratum_1"," [kg]",432.670378235253,24.1160480720561,0.0557376915203187
"1100","20","2018","Stratum_1"," [kg]",592.923822831366,11.206712778402,0.018900763212527
"1101","21","2018","Stratum_1"," [kg]",686.82975188759,12.6889751325838,0.0184747022063488
"1102","22","2018","Stratum_1"," [kg]",781.042544707428,19.971092418581,0.0255697881682767
"1103","23","2018","Stratum_1"," [kg]",819.757644320524,21.9392869196736,0.0267631379489709
"1104","24","2018","Stratum_1"," [kg]",893.827597905929,25.4412131606296,0.0284632217893404
"1105","25","2018","Stratum_1"," [kg]",929.798774152851,24.7472687991267,0.0266157253451686
"1106","26","2018","Stratum_1"," [kg]",1045.82399338509,46.3997622851328,0.0443667027899674
"1107","27","2018","Stratum_1"," [kg]",963.029466596316,113.4924030939,0.117849356671321
"1108","28","2018","Stratum_1"," [kg]",1444.19031516771,293.645505460546,0.203328815029787
"1109","29","2018","Stratum_1"," [kg]",2.13568416684314e-09,1.05899167166287e-10,0.0495855936052666
"1110","30","2018","Stratum_1"," [kg]",1549.55914256579,181.745237251757,0.117288351415112
"1111","1","2019","Stratum_1"," [kg]",18888471.2563915,1751838.60485543,0.092746447347487
"1112","2","2019","Stratum_1"," [kg]",5098272.66783917,676774.708979447,0.132745883375101
"1113","3","2019","Stratum_1"," [kg]",9579421.94209147,906599.513483042,0.0946403153513356
"1114","4","2019","Stratum_1"," [kg]",6003931.74051709,539820.803491467,0.0899112159867716
"1115","5","2019","Stratum_1"," [kg]",13918438.668842,1700320.38363885,0.12216315522841
"1116","6","2019","Stratum_1"," [kg]",49966709.4422334,4925475.92058285,0.0985751508467293
"1117","7","2019","Stratum_1"," [kg]",19987892.4820557,1581892.38586953,0.0791425302737485
"1118","8","2019","Stratum_1"," [kg]",5526832.2024489,377579.288730957,0.0683174872875015
"1119","9","2019","Stratum_1"," [kg]",3391601.66821399,205919.953629161,0.060714663387224
"1120","10","2019","Stratum_1"," [kg]",3863914.33360295,235705.017194527,0.0610016156788708
"1121","11","2019","Stratum_1"," [kg]",1688287.13875778,96067.7937564383,0.0569025206382392
"1122","12","2019","Stratum_1"," [kg]",547504.783989596,31068.357988699,0.0567453635058823
"1123","13","2019","Stratum_1"," [kg]",324931.987426308,20808.4540284039,0.0640394138884927
"1124","14","2019","Stratum_1"," [kg]",64884.1686962959,6547.3271418687,0.10090792982977
"1125","15","2019","Stratum_1"," [kg]",871572.339347405,55775.4866294407,0.0639940990683605
"1126","16","2019","Stratum_1"," [kg]",20.2222878921775,1.48595285507029,0.0734809465176835
"1127","17","2019","Stratum_1"," [kg]",107.079469579678,10.1957117020077,0.0952163074960043
"1128","18","2019","Stratum_1"," [kg]",299.186551439824,23.1269412746714,0.0772994012042787
"1129","19","2019","Stratum_1"," [kg]",498.949239490781,23.3592969738057,0.0468169808168182
"1130","20","2019","Stratum_1"," [kg]",633.578810679608,16.6975084937913,0.0263542722899473
"1131","21","2019","Stratum_1"," [kg]",731.975236173939,12.3311199596817,0.0168463622132039
"1132","22","2019","Stratum_1"," [kg]",821.172143643955,17.0473336179495,0.0207597563432947
"1133","23","2019","Stratum_1"," [kg]",924.198832385188,31.5336913627268,0.0341200294327835
"1134","24","2019","Stratum_1"," [kg]",929.556823751992,38.7897547381515,0.0417292991100677
"1135","25","2019","Stratum_1"," [kg]",1012.81127985785,46.7789412209684,0.0461872237713762
"1136","26","2019","Stratum_1"," [kg]",950.351687544407,58.2933756781536,0.0613387406390317
"1137","27","2019","Stratum_1"," [kg]",1061.37194126331,86.2342885470195,0.0812479444711695
"1138","28","2019","Stratum_1"," [kg]",1054.97108870602,141.328166214936,0.133964018282514
"1139","29","2019","Stratum_1"," [kg]",1006.85944020973,280.126112381619,0.278217694739261
"1140","30","2019","Stratum_1"," [kg]",2.02997050847965e-09,8.037975242926e-11,0.0395965124091684
